dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,lat,lon,cross_street,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3
100100743,2010-03-25T00:00:00.000,2010-03-23T00:00:00.000,0125,01,Central,0192,1,310,BURGLARY,0344,57,M,O,203,OTHER BUSINESS,IC,Invest Cont,310,200 W  WASHINGTON                   BL,34.0320,-118.2667,,,,,
100100744,2010-03-23T00:00:00.000,2010-03-23T00:00:00.000,0230,01,Central,0101,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329 0906,62,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,740,1200    INNES                        AV,34.0717,-118.2493,,,,,
100100751,2010-03-24T00:00:00.000,2010-03-24T00:00:00.000,2015,01,Central,0147,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,58,M,H,102,SIDEWALK,IC,Invest Cont,624,5TH,34.0446,-118.2450,WALL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100753,2010-03-25T00:00:00.000,2010-03-25T00:00:00.000,0240,01,Central,0171,2,946,OTHER MISCELLANEOUS CRIME,0906 1501,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,946,900    GEORGIA                      ST,34.0475,-118.2657,,,,,
100100756,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,0530,01,Central,0171,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,32,F,O,503,HOTEL,AO,Adult Other,626,900 W  OLYMPIC                      BL,34.0454,-118.2657,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100757,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,1140,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0400,56,M,O,201,JEWELRY STORE,IC,Invest Cont,624,600 S  HILL                         ST,34.0474,-118.2531,,512,MACE/PEPPER SPRAY,,
100100758,2010-03-27T00:00:00.000,2010-03-26T00:00:00.000,1500,01,Central,0135,2,946,OTHER MISCELLANEOUS CRIME,1501,46,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,946,100 E  3RD                          ST,34.0496,-118.2458,,,,,
100100759,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,0055,01,Central,0148,1,251,SHOTS FIRED AT INHABITED DWELLING,0906 1100 1402,18,F,B,213,WAREHOUSE,IC,Invest Cont,251,500 E  4TH                          ST,34.0449,-118.2415,,102,HAND GUN,998,
100100760,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,0100,01,Central,0171,2,946,OTHER MISCELLANEOUS CRIME,1402,45,M,W,210,RESTAURANT/FAST FOOD,IC,Invest Cont,946,800 W  OLYMPIC                      BL,34.0450,-118.2640,,,,998,
100100764,2010-04-01T00:00:00.000,2010-03-29T00:00:00.000,2320,01,Central,0176,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,M,O,203,OTHER BUSINESS,IC,Invest Cont,740,SAN PEDRO                    ST,34.0373,-118.2503,9TH                          ST,,,,
100100765,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,1515,01,Central,0111,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0329 0421,59,M,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,930,700    ALPINE                       ST,34.0635,-118.2426,,511,VERBAL THREAT,,
100100772,2010-04-03T00:00:00.000,2010-04-02T00:00:00.000,2230,01,Central,0182,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,23,M,H,108,PARKING LOT,IC,Invest Cont,331,HILL,34.0416,-118.2584,OLYMPIC,,,,
100100773,2010-04-03T00:00:00.000,2010-04-03T00:00:00.000,0001,01,Central,0111,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,31,F,O,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,COLLEGE,34.0644,-118.2387,HILL,,,998,
100100777,2010-04-06T00:00:00.000,2010-04-05T00:00:00.000,1940,01,Central,0157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,24,M,H,710,OTHER PREMISE,AA,Adult Arrest,230,500 S  SAN PEDRO,34.0442,-118.2439,,308,STICK,,
100100781,2010-04-05T00:00:00.000,2010-04-02T00:00:00.000,1900,01,Central,0123,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,46,M,B,108,PARKING LOT,IC,Invest Cont,745,100 N  BROADWAY,34.0537,-118.2455,,,,,
100100786,2010-04-08T00:00:00.000,2010-04-08T00:00:00.000,0220,01,Central,0161,1,510,VEHICLE - STOLEN,,31,M,W,101,STREET,IC,Invest Cont,510,FRANCISCO                    ST,34.0481,-118.2633,8TH                          ST,,,520,
100100788,2010-04-08T00:00:00.000,2010-04-08T00:00:00.000,0920,01,Central,0153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,41,M,H,101,STREET,AA,Adult Arrest,230,200 W  6TH                          ST,34.0460,-118.2509,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100792,2010-04-10T00:00:00.000,2010-04-10T00:00:00.000,1710,01,Central,0135,1,210,ROBBERY,0302,61,M,O,406,OTHER STORE,IC,Invest Cont,210,100 E  3RD                          ST,34.0496,-118.2458,,102,HAND GUN,,
100100797,2010-04-14T00:00:00.000,2010-04-11T00:00:00.000,0200,01,Central,0133,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0429,30,M,H,102,SIDEWALK,IC,Invest Cont,230,300 W  2ND                          ST,34.0524,-118.2467,,500,UNKNOWN WEAPON/OTHER WEAPON,,
100100799,2010-04-12T00:00:00.000,2010-04-12T00:00:00.000,1700,01,Central,0111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1251 1300,23,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,YALE,34.0672,-118.2385,COLLEGE,,,,
100100801,2010-04-14T00:00:00.000,2010-04-13T00:00:00.000,1730,01,Central,0139,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,27,M,W,729,SPECIALTY SCHOOL/OTHER,IC,Invest Cont,930,900 E  3RD                          ST,34.0459,-118.2351,,511,VERBAL THREAT,,
100100802,2010-04-14T00:00:00.000,2010-04-14T00:00:00.000,1515,01,Central,0155,2,946,OTHER MISCELLANEOUS CRIME,0914,0,M,W,101,STREET,AA,Adult Arrest,946,200 E  6TH                          ST,34.0446,-118.2490,,,,,
100100803,2010-04-14T00:00:00.000,2010-04-14T00:00:00.000,0915,01,Central,0161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1402,41,M,W,203,OTHER BUSINESS,IC,Invest Cont,341,700 S  FIGUEROA                     ST,34.0494,-118.2599,,,,998,
100100804,2010-04-15T00:00:00.000,2010-04-15T00:00:00.000,0335,01,Central,0155,1,330,BURGLARY FROM VEHICLE,0433,32,M,W,101,STREET,IC,Invest Cont,330,SAN JULIAN                   ST,34.0428,-118.2461,6TH                          ST,,,,
100100807,2010-04-15T00:00:00.000,2010-04-15T00:00:00.000,1740,01,Central,0153,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,54,M,H,102,SIDEWALK,AA,Adult Arrest,440,600 S  SPRING                       ST,34.0460,-118.2509,,,,,
100100809,2010-04-16T00:00:00.000,2010-04-15T00:00:00.000,2120,01,Central,0105,2,920,KIDNAPPING - GRAND ATTEMPT,,18,F,H,101,STREET,IC,Invest Cont,920,COTTAGE HOME,34.0673,-118.2354,BROADWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100811,2010-04-16T00:00:00.000,2010-04-16T00:00:00.000,0510,01,Central,0154,1,110,CRIMINAL HOMICIDE,1100,41,M,B,102,SIDEWALK,AA,Adult Arrest,110,500 S  LOS ANGELES                  ST,34.0461,-118.2476,,106,UNKNOWN FIREARM,,
100100812,2010-04-16T00:00:00.000,2010-04-16T00:00:00.000,0800,01,Central,0152,1,441,THEFT PLAIN - ATTEMPT,1402,0,M,O,101,STREET,IC,Invest Cont,441,7TH,34.0467,-118.2556,OLIVE,,,998,
100100813,2010-04-16T00:00:00.000,2010-04-16T00:00:00.000,1800,01,Central,0111,1,220,ATTEMPTED ROBBERY,0337 0355 0416 0417,18,M,O,101,STREET,IC,Invest Cont,220,COLLEGE,34.0649,-118.2399,YALE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100814,2010-04-16T00:00:00.000,2010-04-16T00:00:00.000,1815,01,Central,0111,1,220,ATTEMPTED ROBBERY,0337 0400,56,F,O,102,SIDEWALK,IC,Invest Cont,220,800 N  SPRING                       ST,34.0619,-118.2369,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100816,2010-04-16T00:00:00.000,2010-04-16T00:00:00.000,1830,01,Central,0155,1,210,ROBBERY,0344 0416,39,M,H,102,SIDEWALK,AO,Adult Other,210,6TH,34.0435,-118.2471,MAPLE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100822,2010-04-16T00:00:00.000,2010-04-15T00:00:00.000,1400,01,Central,0158,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 0417 0429 2000,36,F,B,101,STREET,IC,Invest Cont,236,7TH,34.0364,-118.2406,CENTRAL                      AV,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100826,2010-04-17T00:00:00.000,2010-04-17T00:00:00.000,1300,01,Central,0124,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,0,M,O,101,STREET,IC,Invest Cont,745,1ST,34.0522,-118.2434,MAIN                         ST,,,998,
100100827,2010-04-17T00:00:00.000,2010-04-17T00:00:00.000,1845,01,Central,0156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1402,41,M,B,710,OTHER PREMISE,AO,Adult Other,230,500 S  SAN PEDRO                    ST,34.0442,-118.2439,,207,OTHER KNIFE,998,
100100828,2010-04-17T00:00:00.000,2010-04-17T00:00:00.000,1900,01,Central,0111,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0421 0432 1402,20,M,O,102,SIDEWALK,IC,Invest Cont,930,CESAR E CHAVEZ               BL,34.0582,-118.2387,SPRING                       ST,511,VERBAL THREAT,998,
100100830,2010-04-17T00:00:00.000,2010-04-17T00:00:00.000,2100,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0417,42,F,H,102,SIDEWALK,IC,Invest Cont,230,6TH,34.0394,-118.2405,CERES                        AV,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100832,2010-04-18T00:00:00.000,2010-04-18T00:00:00.000,0330,01,Central,0153,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,9,M,O,102,SIDEWALK,IC,Invest Cont,745,500 S  HILL                         ST,34.0488,-118.2518,,,,,
100100834,2010-04-17T00:00:00.000,2010-04-17T00:00:00.000,1900,01,Central,0111,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432 1402,22,M,H,102,SIDEWALK,IC,Invest Cont,930,CESAR E CHAVEZ               BL,34.0582,-118.2387,SPRING                       ST,511,VERBAL THREAT,998,
100100835,2010-04-17T00:00:00.000,2010-04-17T00:00:00.000,2100,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0417,48,M,H,102,SIDEWALK,IC,Invest Cont,230,6TH,34.0394,-118.2405,CERES                        AV,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100837,2010-04-21T00:00:00.000,2010-04-20T00:00:00.000,1800,01,Central,0156,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,34,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626,500    WALL                         ST,34.0449,-118.2458,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100838,2010-04-21T00:00:00.000,2010-04-20T00:00:00.000,1750,01,Central,0156,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,38,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626,500    WALL                         ST,34.0449,-118.2458,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100839,2010-04-21T00:00:00.000,2010-04-21T00:00:00.000,1230,01,Central,0159,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1300,31,M,W,101,STREET,IC,Invest Cont,626,7TH                          ST,34.0346,-118.2323,MATEO                        ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100842,2010-04-24T00:00:00.000,2010-04-24T00:00:00.000,0100,01,Central,0152,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0417 0429,26,M,W,108,PARKING LOT,IC,Invest Cont,626,800    WILSHIRE                     BL,34.0494,-118.2581,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100844,2010-04-24T00:00:00.000,2010-04-23T00:00:00.000,0130,01,Central,0111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0417,22,M,H,207,BAR/COCKTAIL/NIGHTCLUB,IC,Invest Cont,230,400    GIN LING                     WY,34.0656,-118.2374,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100848,2010-04-25T00:00:00.000,2010-04-24T00:00:00.000,2015,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411,28,F,B,710,OTHER PREMISE,IC,Invest Cont,230,600 S  SAN PEDRO                    ST,34.0423,-118.2452,,207,OTHER KNIFE,,
100100849,2010-04-24T00:00:00.000,2010-04-24T00:00:00.000,2025,01,Central,0164,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 2000,29,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,600 S  SPRING                       ST,34.0460,-118.2509,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100850,2010-04-24T00:00:00.000,2010-04-24T00:00:00.000,2015,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411,33,M,O,710,OTHER PREMISE,IC,Invest Cont,230,600 S  SAN PEDRO                    ST,34.0423,-118.2452,,207,OTHER KNIFE,,
100100853,2010-04-25T00:00:00.000,2010-04-25T00:00:00.000,1415,01,Central,0123,1,350,"THEFT, PERSON",0344,60,M,H,101,STREET,IC,Invest Cont,350,1ST,34.0537,-118.2455,BROADWAY,,,,
100100854,2010-04-26T00:00:00.000,2010-04-25T00:00:00.000,1950,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,23,M,H,404,DEPARTMENT STORE,AA,Adult Arrest,442,700 W  7TH                          ST,34.0480,-118.2577,,,,,
100100855,2010-04-26T00:00:00.000,2010-04-26T00:00:00.000,0130,01,Central,0153,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416,23,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,600 S  SPRING                       ST,34.0460,-118.2509,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100856,2010-04-27T00:00:00.000,2010-04-26T00:00:00.000,0800,01,Central,0195,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0907 1402 2000,28,M,B,101,STREET,AA,Adult Arrest,626,HILL                         ST,34.0320,-118.2657,WASHINGTON                   BL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",998,
100101553,2010-10-26T00:00:00.000,2010-10-26T00:00:00.000,1630,01,Central,0155,2,946,OTHER MISCELLANEOUS CRIME,1501,0,M,W,101,STREET,IC,Invest Cont,946,200 E  6TH                          ST,34.0446,-118.2490,,,,,
100100857,2010-04-28T00:00:00.000,2010-04-28T00:00:00.000,0145,01,Central,0134,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,23,M,H,108,PARKING LOT,IC,Invest Cont,745,300 S  SPRING                       ST,34.0503,-118.2470,,,,,
100100859,2010-04-30T00:00:00.000,2010-04-29T00:00:00.000,2315,01,Central,0166,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416,37,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,500 S  SAN JULIAN                   ST,34.0420,-118.2468,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100861,2010-04-30T00:00:00.000,2010-04-29T00:00:00.000,1945,04,Hollenbeck,0453,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,H,203,OTHER BUSINESS,IC,Invest Cont,745,200 E  BOYLE                        ST,34.0486,-118.2192,,,,,
100100862,2010-04-30T00:00:00.000,2010-04-30T00:00:00.000,2005,01,Central,0185,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329 1402,9,F,H,102,SIDEWALK,IC,Invest Cont,745,9TH,34.0411,-118.2545,MAIN                         ST,,,998,
100100864,2010-05-01T00:00:00.000,2010-05-01T00:00:00.000,1650,01,Central,0161,2,624,BATTERY - SIMPLE ASSAULT,0400,39,M,W,102,SIDEWALK,IC,Invest Cont,624,700 S  FIGUEROA                     ST,34.0494,-118.2599,,500,UNKNOWN WEAPON/OTHER WEAPON,,
100100867,2010-05-02T00:00:00.000,2010-05-02T00:00:00.000,1705,01,Central,0153,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400,47,F,H,203,OTHER BUSINESS,AO,Adult Other,626,300 W  5TH                          ST,34.0481,-118.2507,,500,UNKNOWN WEAPON/OTHER WEAPON,,
100100868,2010-05-03T00:00:00.000,2010-05-03T00:00:00.000,0320,01,Central,0135,2,888,TRESPASSING,,54,M,B,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),IC,Invest Cont,888,200 S  MAIN                         ST,34.0510,-118.2445,,,,,
100100869,2010-05-03T00:00:00.000,2010-05-03T00:00:00.000,0220,01,Central,0182,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0411 0906,20,M,H,108,PARKING LOT,AA,Adult Arrest,230,OLIVE                        ST,34.0423,-118.2595,9TH                          ST,206,SWITCH BLADE,,
100100872,2010-05-03T00:00:00.000,2010-05-03T00:00:00.000,0746,01,Central,0124,2,755,BOMB SCARE,0404,9,M,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",IC,Invest Cont,755,200 N  SPRING                       ST,34.0540,-118.2435,,511,VERBAL THREAT,,
100100877,2010-05-05T00:00:00.000,2010-05-05T00:00:00.000,1810,01,Central,0158,2,624,BATTERY - SIMPLE ASSAULT,0416,34,F,B,101,STREET,IC,Invest Cont,624,7TH                          ST,34.0377,-118.2425,CERES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100879,2010-05-05T00:00:00.000,2010-05-05T00:00:00.000,1500,01,Central,0182,1,310,BURGLARY,0344,0,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,1100 S  GRAND                        AV,34.0416,-118.2620,,,,998,
100100880,2010-05-05T00:00:00.000,2010-05-05T00:00:00.000,2125,01,Central,0162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1402,0,M,H,203,OTHER BUSINESS,AA,Adult Arrest,341,700 W  7TH                          ST,34.0480,-118.2577,,,,998,
100100882,2010-05-06T00:00:00.000,2010-05-06T00:00:00.000,0100,01,Central,0163,2,624,BATTERY - SIMPLE ASSAULT,0416,21,M,H,103,ALLEY,IC,Invest Cont,624,BROADWAY,34.0721,-118.2213,SPRING                       ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100883,2010-05-06T00:00:00.000,2010-05-06T00:00:00.000,0400,01,Central,0153,1,210,ROBBERY,0337 0344 0416,48,M,H,102,SIDEWALK,IC,Invest Cont,210,6TH,34.0467,-118.2520,BROADWAY,500,UNKNOWN WEAPON/OTHER WEAPON,,
100100887,2010-05-07T00:00:00.000,2010-05-06T00:00:00.000,1320,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0411,23,M,B,210,RESTAURANT/FAST FOOD,IC,Invest Cont,230,900 E  6TH                          ST,34.0398,-118.2413,,200,KNIFE WITH BLADE 6INCHES OR LESS,,
100100888,2010-05-06T00:00:00.000,2010-05-06T00:00:00.000,1345,01,Central,0129,2,946,OTHER MISCELLANEOUS CRIME,1402,9,M,O,101,STREET,IC,Invest Cont,946,ALAMEDA,34.0537,-118.2379,COMMERCIAL,,,998,
100100891,2010-05-06T00:00:00.000,2010-05-06T00:00:00.000,1850,01,Central,0166,1,210,ROBBERY,0344 0400,76,M,H,101,STREET,IC,Invest Cont,210,600    SAN JULIAN                   ST,34.0428,-118.2461,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",998,
100100892,2010-05-07T00:00:00.000,2010-05-07T00:00:00.000,0250,01,Central,0195,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,18,M,H,203,OTHER BUSINESS,AA,Adult Arrest,740,1700    MAPLE                        AV,34.0308,-118.2602,,,,,
100100894,2010-05-10T00:00:00.000,2010-05-07T00:00:00.000,1000,01,Central,0143,2,910,KIDNAPPING,0400 0418,48,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,910,4TH,34.0495,-118.2494,BROADWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100895,2010-05-08T00:00:00.000,2010-05-08T00:00:00.000,2050,01,Central,0135,2,946,OTHER MISCELLANEOUS CRIME,1501,38,M,K,102,SIDEWALK,IC,Invest Cont,946,3RD                          ST,34.0489,-118.2453,MAIN                         ST,,,,
100100897,2010-05-10T00:00:00.000,2010-05-09T00:00:00.000,2315,01,Central,0159,1,761,BRANDISH WEAPON,0416,62,M,W,101,STREET,IC,Invest Cont,761,1200 E  6TH                          ST,34.0382,-118.2384,,207,OTHER KNIFE,,
100100898,2010-05-10T00:00:00.000,2010-05-10T00:00:00.000,0115,01,Central,0144,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,M,H,101,STREET,AA,Adult Arrest,740,5TH                          ST,34.0474,-118.2496,SPRING                       ST,,,,
100100900,2010-05-10T00:00:00.000,2010-05-10T00:00:00.000,1105,01,Central,0105,1,310,BURGLARY,0321 0344 1202 1402,92,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,400    COTTAGE HOME                 ST,34.0673,-118.2354,,,,998,
100100912,2010-05-12T00:00:00.000,2010-05-12T00:00:00.000,0355,01,Central,0166,1,520,VEHICLE - ATTEMPT STOLEN,0344 1402,58,M,B,101,STREET,AA,Adult Arrest,520,7TH,34.0419,-118.2485,MAPLE,,,998,
100100913,2010-05-12T00:00:00.000,2010-05-12T00:00:00.000,0355,01,Central,0166,1,330,BURGLARY FROM VEHICLE,0344 1402,58,M,B,101,STREET,AA,Adult Arrest,330,7TH,34.0419,-118.2485,MAPLE                        AV,,,998,
100100922,2010-05-14T00:00:00.000,2010-05-13T00:00:00.000,0200,01,Central,0157,1,210,ROBBERY,0433,43,M,W,102,SIDEWALK,IC,Invest Cont,210,500 S  SAN PEDRO                    ST,34.0442,-118.2439,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100924,2010-05-14T00:00:00.000,2010-05-13T00:00:00.000,0130,01,Central,0185,2,624,BATTERY - SIMPLE ASSAULT,0416,40,M,H,101,STREET,IC,Invest Cont,624,9TH,34.0423,-118.2561,BROADWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100925,2010-05-14T00:00:00.000,2010-05-13T00:00:00.000,0120,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,46,F,B,101,STREET,IC,Invest Cont,230,600 S  SAN PEDRO                    ST,34.0423,-118.2452,,207,OTHER KNIFE,,
100100928,2010-05-13T00:00:00.000,2010-05-13T00:00:00.000,1810,01,Central,0122,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1402,0,M,H,102,SIDEWALK,IC,Invest Cont,440,100 N  HILL                         ST,34.0544,-118.2466,,,,998,
100100929,2010-05-14T00:00:00.000,2010-05-13T00:00:00.000,2345,01,Central,0185,2,624,BATTERY - SIMPLE ASSAULT,0416 0417 0429 0907 1402,28,M,H,102,SIDEWALK,IC,Invest Cont,624,9TH,34.0388,-118.2574,SPRING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",998,
100100932,2010-05-16T00:00:00.000,2010-05-16T00:00:00.000,0100,01,Central,0144,2,624,BATTERY - SIMPLE ASSAULT,0416 0906,27,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,400 S  MAIN                         ST,34.0482,-118.2472,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100936,2010-05-17T00:00:00.000,2010-05-17T00:00:00.000,1730,01,Central,0182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1222 2000,19,F,W,210,RESTAURANT/FAST FOOD,AA,Adult Arrest,626,11TH                         ST,34.0437,-118.2652,FIGUEROA                     ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100943,2010-05-19T00:00:00.000,2010-05-16T00:00:00.000,0300,01,Central,0166,2,860,BATTERY WITH SEXUAL CONTACT,0401 0400 0510 1820,59,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,860,600 S  SAN PEDRO,34.0423,-118.2452,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100100946,2010-05-20T00:00:00.000,2010-05-19T00:00:00.000,1200,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,15,M,B,203,OTHER BUSINESS,IC,Invest Cont,440,700 W  7TH                          ST,34.0480,-118.2577,,,,,
100100947,2010-05-19T00:00:00.000,2010-05-19T00:00:00.000,1210,01,Central,0141,2,649,DOCUMENT FORGERY / STOLEN FELONY,,23,F,W,101,STREET,IC,Invest Cont,649,400 S  FIGUEROA                     ST,34.0535,-118.2560,,,,,
100100949,2010-05-19T00:00:00.000,2010-05-19T00:00:00.000,0715,01,Central,0153,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 2004,31,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,5TH,34.0446,-118.2450,WALL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
